status,num_provers,run_dir,overhead_report_json,wall_seconds,one_prover_compute_s,multi_prover_compute_s,one_prover_commit_pipeline_s,multi_prover_commit_pipeline_s,one_prover_total_s,multi_prover_total_s,avg_agent_inference_s,avg_agent_commit_s,avg_agent_total_prove_s,avg_agent_total_verify_s,avg_exchange_bytes,avg_exchange_mib,total_exchange_bytes,total_exchange_mib,num_exchanges,one_vs_multi_next_token_match,reason
success,1,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_01,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_01/overhead_report.json,61.483190851984546,2.77537226700224,4.202749893069267,19.690492138965055,19.669753456953913,22.465864405967295,23.87250335002318,2.988342377007939,0.454,12.366,0.073,0.0,0.0,0,0.0,0,True,
success,2,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_02,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_02/overhead_report.json,64.0404056609841,2.7598199049243703,5.065669939038344,19.460793795995414,30.947936211014166,22.220613700919785,36.01360615005251,1.5159504424664192,0.33099999999999996,9.8,0.078,24576.0,0.0234375,24576,0.0234375,1,True,
success,3,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_03,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_03/overhead_report.json,79.69153494702186,3.028666244004853,5.123991354950704,19.613546343985945,45.930257393047214,22.642212587990798,51.05424874799792,1.0522325916681439,0.32933333333333337,9.703333333333333,0.07766666666666666,24576.0,0.0234375,49152,0.046875,2,True,
success,4,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_04,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_04/overhead_report.json,60.32701435894705,2.8322822030168027,5.153568087029271,19.454260822967626,27.11834722897038,22.28654302598443,32.27191531599965,0.7958401855139527,0.1555,2.97325,0.062,24576.0,0.0234375,73728,0.0703125,3,True,
success,5,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_05,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_05/overhead_report.json,67.43218003306538,2.8833686450961977,5.234765032073483,19.977209395961836,33.49331540381536,22.860578041058034,38.72808043588884,0.6603652477730065,0.1482,3.047,0.0678,24576.0,0.0234375,98304,0.09375,4,True,
success,6,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_06,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_06/overhead_report.json,73.08360471297055,2.775632396922447,5.234634406981058,19.58211063593626,39.65861713315826,22.357743032858707,44.89325154013932,0.5567410936734328,0.12216666666666667,3.168,0.07483333333333334,24576.0,0.0234375,122880,0.1171875,5,True,
success,7,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_07,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_07/overhead_report.json,79.65942803199869,2.8372283939970657,5.490548305911943,19.91995637002401,45.26605638884939,22.757184764021076,50.756604694761336,0.5002455615904182,0.10342857142857143,3.088857142857143,0.07814285714285714,24576.0,0.0234375,147456,0.140625,6,True,
success,8,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_08,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_08/overhead_report.json,80.14265954005532,2.7762238839641213,5.4115968809928745,19.516932222992182,46.63075055112131,22.293156106956303,52.042347432114184,0.4379312278761063,0.09875,2.598125,0.07200000000000001,24576.0,0.0234375,172032,0.1640625,7,True,
skipped,9,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_09,,,,,,,,,,,,,,,,,,,"Requested 9 distinct provers, but only 8 distinct GPU(s) available in the selected device pool."
skipped,10,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_174314_utc/provers_10,,,,,,,,,,,,,,,,,,,"Requested 10 distinct provers, but only 8 distinct GPU(s) available in the selected device pool."
