status,num_provers,run_dir,overhead_report_json,wall_seconds,one_prover_compute_s,multi_prover_compute_s,one_prover_commit_pipeline_s,multi_prover_commit_pipeline_s,one_prover_total_s,multi_prover_total_s,avg_agent_inference_s,avg_agent_commit_s,avg_agent_total_prove_s,avg_agent_total_verify_s,avg_exchange_bytes,avg_exchange_mib,total_exchange_bytes,total_exchange_mib,num_exchanges,one_vs_multi_next_token_match,reason
success,1,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_01,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_01/overhead_report.json,39.59201691998169,0.9972006450407207,2.036106745013967,15.463963228976354,15.555591730051674,16.461163874017075,17.59169847506564,1.191232908051461,0.327,9.879,0.078,0.0,0.0,0,0.0,0,True,
success,2,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_02,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_02/overhead_report.json,38.53666165098548,1.1126405189279467,2.7846405339660123,15.604260878055356,13.444427552167326,16.716901396983303,16.22906808613334,0.6542520279763266,0.1525,2.9924999999999997,0.064,14336.0,0.013671875,14336,0.013671875,1,True,
success,3,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_03,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_03/overhead_report.json,44.548908876022324,1.1501597790047526,2.8730571280466393,15.641765655949712,19.21299615991302,16.791925434954464,22.086053287959658,0.45771897735539824,0.10633333333333334,3.0813333333333333,0.08166666666666667,14336.0,0.013671875,28672,0.02734375,2,True,
success,4,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_04,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_04/overhead_report.json,46.43970138998702,1.1391292650951073,3.016853687004186,15.58575886208564,21.109047749079764,16.724888127180748,24.12590143608395,0.36419912648852915,0.0965,2.10825,0.06525,14336.0,0.013671875,43008,0.041015625,3,True,
success,5,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_05,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_05/overhead_report.json,51.161211139988154,1.0406602149596438,3.096405544085428,15.482000588090159,25.81292581523303,16.522660803049803,28.909331359318458,0.31175641596782955,0.08020000000000001,2.154,0.0708,14336.0,0.013671875,57344,0.0546875,4,True,
success,6,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_06,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_06/overhead_report.json,57.182395671959966,1.1226061020279303,3.2224899349967018,15.422869293019176,31.574607323971577,16.545475395047106,34.79709725896828,0.27618038731937605,0.08166666666666667,2.169833333333333,0.07183333333333333,14336.0,0.013671875,71680,0.068359375,5,True,
success,7,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_07,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_07/overhead_report.json,58.67733078193851,1.1393260640325025,3.3778803849127144,15.48300120094791,32.840303256874904,16.622327264980413,36.21818364178762,0.25524564298601554,0.06885714285714285,1.7067142857142856,0.06871428571428571,14336.0,0.013671875,86016,0.08203125,6,True,
success,8,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_08,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_08/overhead_report.json,59.81386522203684,1.1184404619270936,3.3695223330287263,15.402349421055987,34.220602045883425,16.52078988298308,37.59012437891215,0.2271425619983347,0.061875,1.377,0.069125,14336.0,0.013671875,100352,0.095703125,7,True,
skipped,9,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_09,,,,,,,,,,,,,,,,,,,"Requested 9 distinct provers, but only 8 distinct GPU(s) available in the selected device pool."
skipped,10,/home/ob3942/repos/TileCommitments/multiproversetting/output/sweeps/sweep_20260316_172352_utc/provers_10,,,,,,,,,,,,,,,,,,,"Requested 10 distinct provers, but only 8 distinct GPU(s) available in the selected device pool."
